Mall Name,Tenant
Lot One,Amazing LifeBeauty & Wellness#03-18
Lot One,Banana StoryHobbies & Leisure#02-K6
Lot One,BataFashion#02-18
Lot One,BBQ ExpressFood & Beverage#B1-K33
Lot One,Beauty LanguageBeauty & Wellness#B1-31
Lot One,Bee Cheng HiangFood & Beverage#B1-K11/K12
Lot One,Bengawan SoloFood & Beverage#B1-14
Lot One,"BHGDepartment Store & Value Store#01-03/04, #02-03 to 06"
Lot One,BossiniFashion#01-23
Lot One,Capitol OpticalFashion#B1-01
Lot One,ChallengerElectronics & Technology#03-05 to 08A
Lot One,ChateraiseFood & Beverage#B1-15
Lot One,CHICHA San Chen (吃茶三千)Food & Beverage#01-05
Lot One,Choa Chu Kang Public LibraryChildren#04-01/02
Lot One,CocoCaneFood & Beverage#B1-K6
Lot One,COURTSElectronics & Technology#03-01
Lot One,CRAVEFood & Beverage#B1-K17
Lot One,CUCKOOHome & Furnishing#02-K5
Lot One,DelifranceFood & Beverage#03-14A
Lot One,Dian Xiao ErFood & Beverage#B1-32/33
Lot One,"Dorra Tummy, Hip & Thigh SlimmingBeauty & Wellness#02-21D/E"
Lot One,EAT.Food & Beverage#B1-K3
Lot One,EC HouseBeauty & Wellness#03-03
Lot One,Edo SushiFood & Beverage#B1-K16
Lot One,Eu Yan SangBeauty & Wellness#B1-08/09
Lot One,FEMINUFashion#02-23
Lot One,Flash CoffeeFood & Beverage#04-18
Lot One,Food JunctionFood & Beverage#04-15/16
Lot One,Four LeavesFood & Beverage#B1-K14
Lot One,Four StarHome & Furnishing#02-13
Lot One,Fruit BoomFood & Beverage#02-KK1/KK2
Lot One,Fujifilm (Mach Photo)Services#B1-08A
Lot One,Fun ToastFood & Beverage#04-03
Lot One,GiordanoFashion#01-15 to 17
Lot One,GoldheartFashion#01-18
Lot One,Gong ChaFood & Beverage#04-18A
Lot One,Good Health TCM Clinic 好健康Services#02-27
Lot One,Guardian Health & BeautyBeauty & Wellness#B1-26/27
Lot One,Hainanese Curry RiceFood & Beverage#B1-K24
Lot One,HANG TENFashion#01-24
Lot One,HELENFashion#02-K7
Lot One,Ho Kee PauFood & Beverage#B1-K28
Lot One,HOCKHUA TONICBeauty & Wellness#B1-17
Lot One,Japan HomeDepartment Store & Value Store#03-12A/B
Lot One,Jean Yip HubBeauty & Wellness#02-22
Lot One,Joyre TCMedi SpaBeauty & Wellness#02-15
Lot One,JUEWEIFood & Beverage#B1-22
Lot One,kcutsBeauty & Wellness#04-10
Lot One,KFCFood & Beverage#B1-28/29
Lot One,"Kiddy PalaceChildren, Fashion#02-08/09"
Lot One,Kimage Hair StudioBeauty & Wellness#02-21F
Lot One,Kodak ExpressServices#B1-21
Lot One,KOMMEHome & Furnishing#02-11/12
Lot One,KskinBeauty & Wellness#02-13
Lot One,LA BarbershopBeauty & Wellness#03-03
Lot One,La VidaBeauty & Wellness#02-02
Lot One,LACBeauty & Wellness#B1-24
Lot One,LenskartFashion#01-19
Lot One,Levi'sFashion#01-02
Lot One,LiHO TEAFood & Beverage#B1-K30
Lot One,Linen GalleryHome & Furnishing#03-16
Lot One,Mabel StoryFashion#02-K8
Lot One,Maki-SanFood & Beverage#B1-K31
Lot One,Mavis Tutorial CentreChildren#04-05/06
Lot One,Maxi-CashServices#02-21
Lot One,McDonald'sFood & Beverage#01-20
Lot One,Mobile FashionElectronics & Technology#03-K3
Lot One,MOON FASHIONFashion#02-K2
Lot One,MOS BurgerFood & Beverage#B1-K7/K8
Lot One,Mr BeanFood & Beverage#B1-K29
Lot One,Mr JeffServices#B2-K1
Lot One,Myeongdong Hair StudioBeauty & Wellness#02-20A
Lot One,Nail PalaceBeauty & Wellness#02-K9
Lot One,Nine FreshFood & Beverage#B1-K9
Lot One,NTUC FairPriceSupermarket & Specialty Mart#B1-03
Lot One,"NTUC Unity HealthcareServices, Beauty & Wellness#B1-04/05"
Lot One,Nuodle 牛一嘴Food & Beverage#B1-K10
Lot One,OCBC ATMServices#B1-K13A
Lot One,Old Chang KeeFood & Beverage#B1-K23
Lot One,OTOBeauty & Wellness#01-19A
Lot One,PASTAMANIAFood & Beverage#03-02A
Lot One,Peek A BoxHobbies & Leisure#04-09
Lot One,Pet Lovers CentreHobbies & Leisure#B1-19
Lot One,PEZZOFood & Beverage#B1-23
Lot One,Pizza HutFood & Beverage#02-20
Lot One,POH HENG JEWELLERYFashion#01-21
Lot One,POLAR Puffs & CakesFood & Beverage#B1-K20
Lot One,POP MARTHobbies & Leisure#01-22
Lot One,"POPULAR BookstoreHobbies & Leisure, Books & Stationery#03-13/14"
Lot One,POSB ATMServices#03-K2
Lot One,PrimaDéliFood & Beverage#B1-K25
Lot One,Q & M Dental SurgeryServices#B1-06
Lot One,Raffles MedicalServices#B1-07A
Lot One,Roti MumFood & Beverage#B1-K21
Lot One,Sanook KitchenFood & Beverage#01-06/07
Lot One,Scarlett SupermarketSupermarket & Specialty Mart#B1-07
Lot One,SEA HORSEHome & Furnishing#03-15
Lot One,Shakura Pigmentation BeautyBeauty & Wellness#02-21ATO21C
Lot One,Shang Nail SpaBeauty & Wellness#02-01
Lot One,"Shaw TheatresEntertainment#05-02,06"
Lot One,Singapore PoolsServices#03-09
Lot One,"Singtel Exclusive RetailerElectronics & Technology, Services#B1-30"
Lot One,SK JEWELLERYFashion#01-19B
Lot One,SKECHERSFashion#02-15
Lot One,SKPHobbies & Leisure#04-13
Lot One,SL Link Beauty HouseBeauty & Wellness#02-10
Lot One,SmiggleBooks & Stationery#01-20A/B
Lot One,Snackz It! 可口味Food & Beverage#B1-K1
Lot One,Spaze The Body & Foot SpaBeauty & Wellness#03-04
Lot One,Spectacle HutFashion#B1-18
Lot One,Stalford Learning CentreChildren#03-14
Lot One,stuff'dFood & Beverage#B1-K26
Lot One,SubwayFood & Beverage#B1-34/35
Lot One,SushiroFood & Beverage#03-10 to 12
Lot One,SWEE HENG 1989 classicFood & Beverage#B1-02
Lot One,Switch+Electronics & Technology#01-12/13
Lot One,TamJai SamGor MixianFood & Beverage#B1-10/11
Lot One,Tanaka OpticalFashion#02-14
Lot One,Tenderfresh XPRESSFood & Beverage#B1-K22
Lot One,The BluezFashion#04-17
Lot One,The Body ShopBeauty & Wellness#01-14
Lot One,The Coffee Bean & Tea LeafFood & Beverage#01-01
Lot One,The Old Pontian CafeFood & Beverage#B1-K19
Lot One,The UndergroundFashion#01-08
Lot One,The Whale TeaFood & Beverage#B1-25
Lot One,THEFACESHOP - Nature CollectionBeauty & Wellness#01-09
Lot One,Tokyo ShokudoFood & Beverage#B1-12/13
Lot One,UOBServices#03-02B
Lot One,Venus BeautyBeauty & Wellness#04-07/08
Lot One,Vivian and SeanFashion#01-25
Lot One,WacoalFashion#02-19
Lot One,WatsonsBeauty & Wellness#02-07
Lot One,Wok HeyFood & Beverage#B1-K27
Lot One,Wow TakoFood & Beverage#B1-K18
Lot One,WTS Travel & ToursServices#03-18
Lot One,XI DE LI (西得利)Food & Beverage#B1-K2
Lot One,Ya Kun Kaya ToastFood & Beverage#B1-K4/K5
Lot One,Yakiniku ShokudoFood & Beverage#02-25
Lot One,YES AccessoriesFashion#02-K4
Lot One,Young HeartsFashion#02-17
Lot One,Yu Er FashionFashion#02-23
Lot One,Yun Nam Hair CareBeauty & Wellness#03-02
Lot One,Zone XHobbies & Leisure#05-03/04
Lot One,Blog
Lot One,Money Changers
Lot One,About Us
Lot One,Contact Us
Lot One,Terms and Conditions
Lot One,Privacy Policy
Mandarin Gallery,ACTUS häuseLifestyle & Wellness#04-28
Mandarin Gallery,ADpost MoneychangerLifestyle & Wellness#04-20
Mandarin Gallery,American Shoe Store (Alden)Fashion#01-18A
Mandarin Gallery,Arteastiq Tea LoungeFood & Beverages#04-14/15
Mandarin Gallery,Atlas Physio ClinicLifestyle & Wellness#04-13
Mandarin Gallery,Atlas Podiatry ClinicLifestyle & Wellness#04-13
Mandarin Gallery,atomi x furnitureLifestyle & Wellness#04-26
Mandarin Gallery,atomi x lifestyleLifestyle & Wellness#04-27
Mandarin Gallery,Bada HairBeauty#03-13
Mandarin Gallery,Bath & Body WorksBeauty#01-14
Mandarin Gallery,BéjwlFashion#03-31
Mandarin Gallery,Bell & RossFashion#01-15
Mandarin Gallery,BÉNIFood & Beverages#02-37
Mandarin Gallery,Bimba Y LolaFashion#01-04
Mandarin Gallery,Blue Label Pizza and WineFood & Beverages#03-02
Mandarin Gallery,BOSSFashion#01-08
Mandarin Gallery,Bud CosmeticsBeauty#03-32
Mandarin Gallery,Café Ma MaisonFood & Beverages#02-33/34
Mandarin Gallery,Carhartt WIPFashion#02-21
Mandarin Gallery,Clé de Peau BeautéBeauty#01-09
Mandarin Gallery,Coloc The TailorFashion#03-07
Mandarin Gallery,ColorwashLifestyle & Wellness#03-05
Mandarin Gallery,Cortina WatchFashion#01-07
Mandarin Gallery,Dejade JewelleryFashion#01-18
Mandarin Gallery,DELTAoneFashion#02-21
Mandarin Gallery,DẽStijlFashion#01-09A
Mandarin Gallery,Elephant & CoralLifestyle & Wellness#03-03
Mandarin Gallery,ExcluniqueeeeLifestyle & Wellness#03-21
Mandarin Gallery,First LuxuryFashion#03-08 to 10
Mandarin Gallery,Flaming QueenLifestyle & Wellness#02-31/32
Mandarin Gallery,GR LuxuryFashion#03-29
Mandarin Gallery,IppudoFood & Beverages#04-02 to 04
Mandarin Gallery,íxi:zFashion#03-23
Mandarin Gallery,Juz Salon HairdressingBeauty#03-19
Mandarin Gallery,Kabinet PrivéFashion#03-30
Mandarin Gallery,Kreative BeaulabBeauty#03-20
Mandarin Gallery,La D'OroFood & Beverages#01-16/17
Mandarin Gallery,Lawry's The Prime RibFood & Beverages#04-01 & 04-31
Mandarin Gallery,LeftfootFashion#02-18
Mandarin Gallery,MANDARIN REPTILEFashion#02-30
Mandarin Gallery,ManifestoFashion#02-17
Mandarin Gallery,Max MaraFashion#01-10
Mandarin Gallery,"Melissa ZakkaFashion, Lifestyle & Wellness#04-30"
Mandarin Gallery,MENDIS AestheticsBeauty#04-17
Mandarin Gallery,"Michael KorsFashion#01-12/13, #02-13"
Mandarin Gallery,Ministry of Scalp Therapy#04-12
Mandarin Gallery,MisterChrono ParisFashion#03-04
Mandarin Gallery,MLBFashion#01-06
Mandarin Gallery,O+ EyewearFashion#02-04
Mandarin Gallery,QuintessentialFashion#02-20
Mandarin Gallery,RIMOWALifestyle & Wellness#01-11
Mandarin Gallery,Sage Medical ClinicBeauty#03-33
Mandarin Gallery,SceneBeauty#03-18
Mandarin Gallery,Shiro Aesthetic ClinicBeauty#03-35
Mandarin Gallery,Shiro AestheticsBeauty#03-36
Mandarin Gallery,Simone PérèleFashion#02-24
Mandarin Gallery,Smile Inc. Dental SurgeonsLifestyle & Wellness#04-18
Mandarin Gallery,"SNKRDUNKFashion#01-09B, #02-10"
Mandarin Gallery,Sothys Premium SalonBeauty#04-19
Mandarin Gallery,Stone For GoldLifestyle & Wellness#03-26
Mandarin Gallery,"Strip & BrowhausBeauty, Lifestyle & Wellness#03-37"
Mandarin Gallery,Suju Mandarin Gallery 酢重 マンダリンギャラリーFood & Beverages#04-05 to 07
Mandarin Gallery,Supresso CoffeeFood & Beverages#03-11
Mandarin Gallery,Sushi AyumuFood & Beverages#04-16
Mandarin Gallery,The EyeClinic by Dr Cheryl LeeLifestyle & Wellness#04-11
Mandarin Gallery,The Music AtelierLifestyle & Wellness#03-28
Mandarin Gallery,The Oaks CellarsFood & Beverages#03-12
Mandarin Gallery,THE PROVIDOREFood & Beverages#02-05 to 07 & 02-25 to 27
Mandarin Gallery,Toni & GuyBeauty#03-17
Mandarin Gallery,Tonkatsu by Ma MaisonFood & Beverages#02-35/36
Mandarin Gallery,"TransviewFashion, Lifestyle & Wellness#03-16"
Mandarin Gallery,TUMILifestyle & Wellness#01-19
Mandarin Gallery,TVGFashion#02-28A
Mandarin Gallery,Victoria's SecretFashion#01-01
Mandarin Gallery,VUE OptometristsFashion#03-22
Mandarin Gallery,Watch GalleryFashion#03-24
Mandarin Gallery,What Women WantFashion#02-28/29
Mandarin Gallery,Wild HoneyFood & Beverages#03-01
Mandarin Gallery,X-BoundariesLifestyle & Wellness#02-22/23
Mandarin Gallery,Xi Apparel & JadeFashion#03-06
Mandarin Gallery,Y-3Fashion#01-05
Mandarin Gallery,YakiniquestFood & Beverages#04-08 to 10
Mandarin Gallery,Yan's Dining Fine Shanghai CuisineFood & Beverages#04-22
Mandarin Gallery,Blog
Mandarin Gallery,Money Changers
Mandarin Gallery,About Us
Mandarin Gallery,Contact Us
Mandarin Gallery,Terms and Conditions
Mandarin Gallery,Privacy Policy
Marina Square,#RAVEFun & Lifestyle#01-213
Marina Square,365 JUICES BARFood#02-253B
Marina Square,7-Eleven (Level1)Food#01-206
Marina Square,A_Live House By RelaxFood#01-01 to 03
Marina Square,Adams TailorFun & Lifestyle#02-331
Marina Square,AnataraFashion & Beauty#02-341
Marina Square,Aparo GolfFun & Lifestyle#02-317/318
Marina Square,ASTONS Steak & SaladFood#03-145/146
Marina Square,Aube Beauty SalonFashion & Beauty#B1-13/14
Marina Square,Bangkok JamFood#02-105B/C
Marina Square,BEGAFashion & Beauty#02-302/303
Marina Square,Benjamin BarkerFashion & Beauty#02-332D/E
Marina Square,BetsubaraFood#02-300
Marina Square,Beyond PancakesFood#03-131A
Marina Square,BHC ChickenFood#02-332A & 02-332F
Marina Square,BlumFashion & Beauty#02-118A
Marina Square,BMF The Aesthetics PeopleFashion & Beauty#01-200/201
Marina Square,Boarding GateFashion & Beauty#02-155A
Marina Square,Bonbon Blowout BarFashion & Beauty#03-120/121
Marina Square,Brands LoverFashion & Beauty#B1-05
Marina Square,BritishIndiaFashion & Beauty#02-209/210
Marina Square,BumwearFamily & Kids#03-154
Marina Square,Burger King @ The Dining EditionFood#02-105
Marina Square,Carl's Jr.Food#01-202/203
Marina Square,CARs InternationalFun & Lifestyle
Marina Square,CellarbrationFood#03-216A
Marina Square,CelliniFun & Lifestyle#02-42
Marina Square,CHIC-A-BOO Chicken SpecialtyFood#03-147/148
Marina Square,CHICHA San ChenFood#02-208
Marina Square,Chimp ChampFun & Lifestyle#02-337/337A
Marina Square,City Tourist HubFun & Lifestyle#01-207
Marina Square,Coco Veggie Nyonya CuisineFood#03-122
Marina Square,COLLIN'S®Food#01-204/205
Marina Square,Corinne JewelryFashion & Beauty#02-335
Marina Square,Cotton AmourFashion & Beauty#02-332G
Marina Square,CubeFashion & Beauty#03-361 to 364
Marina Square,Daily & CoFashion & Beauty#02-110
Marina Square,Daiso JapanFun & Lifestyle#03-111 to 116
Marina Square,dal.komm COFFEEFood#02-272/273
Marina Square,Dance ThrilogyFun & Lifestyle#03-01/02
Marina Square,Danz PeopleFun & Lifestyle#02-15 to 17
Marina Square,Designer Brow BeautyFashion & Beauty#B1-04
Marina Square,Dian Xiao ErFood#02-200
Marina Square,DP Architects Pte LtdFun & Lifestyle#02-241 to 246
Marina Square,DunlopilloFun & Lifestyle#03-349 to 354
Marina Square,Eccellente by HAO martFood#02-326 to 330
Marina Square,Encik TanFood#02-275
Marina Square,ErgoworksFun & Lifestyle#03-140/141
Marina Square,EverbestFashion & Beauty#02-336
Marina Square,Eye PracticeFashion & Beauty#02-132 to 133A
Marina Square,Faber-CastellFun & Lifestyle#02-190A
Marina Square,Fashion by Jay GeeFashion & Beauty#02-150/151
Marina Square,FlexaFamily & Kids#02-07
Marina Square,Fountain Money ChangerFun & Lifestyle#02-332
Marina Square,Gain CityFun & Lifestyle#03-357 & 03-366/367
Marina Square,Geberit / FrankeFun & Lifestyle#02-274/274A
Marina Square,Gloria Jean's CoffeesFood#03-132/133 & 03-133K
Marina Square,Gourmet Paradise @ The Dining EditionFood#02-214
Marina Square,Gyu-Kaku Japanese BBQ Restaurant @ The Dining EditionFood#02-106
Marina Square,Haidilao Hot PotFood#01-19 to 25
Marina Square,Han'sFood#02-206
Marina Square,Handphone InspirationFun & Lifestyle#02-177
Marina Square,Heritage Strings & ArtsFun & Lifestyle#03-108/109
Marina Square,HM GalleryFun & Lifestyle#02-06
Marina Square,HomesToLifeFun & Lifestyle#02-01 to 53
Marina Square,Hong Kong Zhai Dim SumFood#02-234 to 236
Marina Square,Hugh BritishFashion & Beauty#02-332C
Marina Square,HWA InterntationalFun & Lifestyle#02-101
Marina Square,HYSSESFashion & Beauty#02-211
Marina Square,iClaw TaiwanFun & Lifestyle#03-358 to 360 & 03-365
Marina Square,iFreshOther#02-258259
Marina Square,Ink & SacsOther#02-187B
Marina Square,Instant GlamourFun & Lifestyle#B1-12
Marina Square,Island ShopFashion & Beauty#02-163 to 165
Marina Square,Japan HomeFun & Lifestyle#02-219A
Marina Square,JH Kim Taekwondo SingaporeFun & Lifestyle#02-36
Marina Square,Jia He XingFood#03-128
Marina Square,Jia Xiang Sarawak Kolo MeeFood#02-220 to 222
Marina Square,JustCoFun & Lifestyle#03-304 to 327
Marina Square,Kai GardenFood#03-128A/B
Marina Square,Kanada-YaFood#02-203/204
Marina Square,Kandinsky by Calvary Carpentry (Opening Soon)Fun & Lifestyle#03-207
Marina Square,KaylieFashion & Beauty#02-341
Marina Square,KeenFashion & Beauty#02-161
Marina Square,Kei KaisendonFood#02-226A/B
Marina Square,KEITAKUFood#02-301
Marina Square,Kenko AcademyFun & Lifestyle#01-226 to 229
Marina Square,Kenko Training HubFun & Lifestyle#02-391
Marina Square,Kenko Wellness Spa and ReflexologyFashion & Beauty#02-1002 & 02-168
Marina Square,Kenny Roger RoastersFood#02-130A & 02-104
Marina Square,Kiddy PalaceFamily & Kids#03-160
Marina Square,Kidodo DIYFamily & Kids#02-37
Marina Square,Kimage CoveFashion & Beauty#02-321 to 323
Marina Square,Kimage Hairdressing SchoolFashion & Beauty#02-09
Marina Square,King Koil GalleryFun & Lifestyle#03-346 to 348
Marina Square,Kith CaféFood#01-10
Marina Square,KiztopiaFamily & Kids#01-09 to 15
Marina Square,L'AtelierFun & Lifestyle#02-332G
Marina Square,L’Oreal AcademyFun & Lifestyle#02-40/41
Marina Square,La CoffeeFood#03-212
Marina Square,LALUFashion & Beauty#02-304/304A
Marina Square,Lao Huo TangFood#02-202
Marina Square,LEFTFOOTFashion & Beauty#03-110
Marina Square,Legacy Dance Co.Fun & Lifestyle#03-03
Marina Square,Leon & FriendsFamily & Kids#03-156
Marina Square,Let's Play - Family Entertainment CentreFun & Lifestyle#03-208/209
Marina Square,Lily Valley Pre SchoolOther#02-27/28
Marina Square,LIMSFun & Lifestyle#02-23/24
Marina Square,LIMS LegacyFun & Lifestyle#02-324/325
Marina Square,Little Art HouseFun & Lifestyle#03-155
Marina Square,LittleShopFamily & Kids#02-25
Marina Square,Love In A BottleOther#02-261
Marina Square,Luckin CoffeeFood#02-153
Marina Square,Ma Mere BoulangerieFood#02-271
Marina Square,Made's A CaféFood#B1-18
Marina Square,MAKAN MAKAN By D'PENYETZ GROUPFood#02-201
Marina Square,MaltsFood#01-07/08
Marina Square,Marquis QSquareFun & Lifestyle#02-08 & 02-38/39
Marina Square,Massimo DuttiFashion & Beauty#02-129 to 131
Marina Square,May Tailor & LaundryFun & Lifestyle#B1-19
Marina Square,MBP Sports - Tennis & Padel Tennis CourtFun & Lifestyle
Marina Square,McDonald'sFood#02-156/157 & 02-166
Marina Square,Mimeo The Optical ShopFashion & Beauty#02-338
Marina Square,MindChamps Global HQ/Enrichment AcademyFun & Lifestyle#04-100
Marina Square,Mo BarFun & Lifestyle
Marina Square,MOFUNLANDFun & Lifestyle#02-32/33
Marina Square,Moley ApparelsFashion & Beauty#02-333
Marina Square,MothercareFamily & Kids#03-161/162
Marina Square,MrIT.com.sgFun & Lifestyle#B1-16
Marina Square,NERF Action XperienceFun & Lifestyle#01-208 to 221
Marina Square,Neurobix MethodFun & Lifestyle#02-34/35
Marina Square,NoFrills DentalFashion & Beauty#B1-11
Marina Square,OH MY COW!Food#02-280
Marina Square,"OJBK- Oyster Joint, Bar and KitchenFood#01-06"
Marina Square,Olive VineFood#B1-17
Marina Square,Orange & TealFood#02-230A to 232
Marina Square,Oro Style HouseFashion & Beauty#B1-15
Marina Square,OutsideFashion & Beauty#02-158/159
Marina Square,PassionsFashion & Beauty#02-332B
Marina Square,Petit BateauFamily & Kids#03-159
Marina Square,PhitenFashion & Beauty#02-313
Marina Square,PIXIE Nail SpaFashion & Beauty#B1-07 to 09
Marina Square,Pizza HutFood#03-211
Marina Square,Pororo Park SingaporeFamily & Kids#02-29 to 31
Marina Square,Posh WellnessFashion & Beauty#02-314 to 316
Marina Square,Precious ThoughtsFun & Lifestyle#02-107108
Marina Square,Prestique StudioFun & Lifestyle#02-339/340
Marina Square,PrismFun & Lifestyle#01-04/05
Marina Square,PSB AcademyFun & Lifestyle#03-200
Marina Square,PUTIENFood#02-205
Marina Square,Raffles Medical GroupFashion & Beauty#01-212
Marina Square,RecoilFashion & Beauty#02-178
Marina Square,Rip CurlFashion & Beauty#03-138/139
Marina Square,Rolling Rice @ The Dining EditionFood#02-105A
Marina Square,Running LabFashion & Beauty#02-26
Marina Square,SaizeriyaFood#02-207
Marina Square,Salon OrientFashion & Beauty#02-13/14
Marina Square,SamsoniteFun & Lifestyle#02-281
Marina Square,Sans & SansFashion & Beauty#02-342/343
Marina Square,School of Music and the Arts (SOMA)Fun & Lifestyle#03-142 to 144
Marina Square,Scissors Paper StoneFashion & Beauty#03-157
Marina Square,Seasons Marina SpaFashion & Beauty#01-214
Marina Square,Seoul GardenFood#03-210
Marina Square,Shang Pin Hot Pot @ The Dining EditionFood#02-102/102A
Marina Square,Shine Korea SupermarketFood#02-218A
Marina Square,Silver River Money ChangerFun & Lifestyle#02-217
Marina Square,Singapore Paincare TCM WellnessFun & Lifestyle#03-134 to 137
Marina Square,SkechersFashion & Beauty#02-127
Marina Square,SOFRA Turkish Cafe & RestaurantFood#03-129A
Marina Square,Solace StudiosFun & Lifestyle#03-201/202
Marina Square,Starbucks CoffeeFood#03-217/218
Marina Square,Stoneage CollectionFun & Lifestyle#03-215
Marina Square,Studio HaroobeeFun & Lifestyle#02-11/12
Marina Square,SUBWAY @ The Dining EditionFood#02-52
Marina Square,Suki-Ya @ The Dining Edition (Shabu Shabu Hotpot)Food#02-183B/C
Marina Square,SUKIYAFood#02-183A
Marina Square,Super Child ClubFun & Lifestyle#02-237
Marina Square,Sushi-GOFood#02-277
Marina Square,Synwin ViolinsFun & Lifestyle#03-117 to 119
Marina Square,TAG HeuerFashion & Beauty#02-152
Marina Square,TANAMERA COFFEEFood#02-192
Marina Square,Tenkaichi Japanese BBQFood#03-129
Marina Square,The Early Chapter Children’s ClubhouseFun & Lifestyle#03-149 to 151
Marina Square,The Little GymFun & Lifestyle#03-163/164
Marina Square,The Maternity HouseFamily & Kids#03-158
Marina Square,The North Face®Fashion & Beauty#02-171 to 175
Marina Square,The Par ClubFun & Lifestyle#02-309 to 312
Marina Square,The Planet TravellerFun & Lifestyle#03-124 to 127
Marina Square,The Toy FolksFun & Lifestyle#02-283
Marina Square,The Tree CafeFood#02-100A/B
Marina Square,The Vermilion HouseFood#02-03/04
Marina Square,Threeppy by Daiso JapanFun & Lifestyle#03-111 to 316
Marina Square,TimezoneFun & Lifestyle#02-213 to 214A
Marina Square,"TurtleFashion & Beauty#02-109, #03-100 to 107"
Marina Square,urban de.FineFun & Lifestyle#02-179
Marina Square,Victoria Bakery & CafeFood#02-302/303
Marina Square,Vincitore The Italian Shoe StoreFashion & Beauty#02-155
Marina Square,VispringFun & Lifestyle#02-05
Marina Square,VitaKidsFashion & Beauty#03-152
Marina Square,W OpticsFashion & Beauty#02-20 to 22
Marina Square,WatsonsFashion & Beauty#02-212
Marina Square,WeiTing Postal and StationeryFun & Lifestyle#03-280
Marina Square,West Coast Dental ClinicFashion & Beauty#03-153
Marina Square,XTRAFun & Lifestyle#02-48
Marina Square,Xtra OfficeFun & Lifestyle#02-238 to 240
Marina Square,Ya Kun Kaya ToastFood#02-207A
Marina Square,Yechun Xiao Jiang Nan @ The Dining EditionFood#02-181/182
Marina Square,Yi Zun NoodleFood#02-103
Marina Square,YouClass Learning CentreFun & Lifestyle#02-100
Marina Square,ZaraFashion & Beauty#02-118 to 120 & 02-122 to 126
Marina Square,Ziggy FeetFun & Lifestyle#B1-01 to 03
Marina Square,ZUYA VEGETARIANFood#02-223
Marina Square,Blog
Marina Square,Money Changers
Marina Square,About Us
Marina Square,Contact Us
Marina Square,Terms and Conditions
Marina Square,Privacy Policy
Millenia Walk,7-ElevenServices & Amenities#01-107
Millenia Walk,"Absolute CycleFitness, Beauty & Health#02-43"
Millenia Walk,"Absolute SoundAudio, Video & Electronics#01-78"
Millenia Walk,Alexandria MaisonTravel & Lifestyle#01-67/68A
Millenia Walk,Alt.o by CommuneHome & Living#02-57
Millenia Walk,Angel RepublicFashion & Accessories#01-30
Millenia Walk,"Atlas Sound & Vision BoutiqueAudio, Video & Electronics#01-77"
Millenia Walk,"AV OneAudio, Video & Electronics#01-35"
Millenia Walk,"Be Salon by 99 Percent Hair StudioFitness, Beauty & Health#02-19"
Millenia Walk,Bistro GDining#01-79/80
Millenia Walk,Black Knight HotpotDining#02-02/03
Millenia Walk,bluPortServices & Amenities#01-K14
Millenia Walk,BoostDining#01-107A
Millenia Walk,Châteraisé Premium YATSUDOKIDining#01-93/94
Millenia Walk,Chirashi King KongDining#02-17
Millenia Walk,Citibank ATMServices & Amenities#01-K8
Millenia Walk,Coconut QueenDining#01-91A
Millenia Walk,CommuneHome & Living#02-50 to 56
Millenia Walk,Commune CaféDining#02-50
Millenia Walk,DBS ATMServices & Amenities#01-K10
Millenia Walk,Déjà Vu VintageFashion & Accessories#01-70
Millenia Walk,Dönergy Turkish KebabDining#01-91B
Millenia Walk,elemen (Vegetarian)Dining#01-75 to 76
Millenia Walk,Eyes @ WorkFashion & Accessories#01-38/39
Millenia Walk,FjordTimepieces & Jewellery#01-33
Millenia Walk,Flash CoffeeDining#01-K15
Millenia Walk,Flower MattersTravel & Lifestyle#01-102
Millenia Walk,"Gentle Smile Dental StudioFitness, Beauty & Health#02-21"
Millenia Walk,Gnomon WatchesTimepieces & Jewellery#01-73/74
Millenia Walk,Gochi-So ShokudoDining#02-16
Millenia Walk,Gong ChaDining#01-91A
Millenia Walk,Grey & SandersHome & Living#02-42
Millenia Walk,"Guardian Health & BeautyFitness, Beauty & Health#01-104"
Millenia Walk,Gyu Jin Shabu Shabu and SukiyakiDining#02-09
Millenia Walk,"Harvey NormanAudio, Video & Electronics, Home & Living#01-59 to 63, #02-37 to 41, #03-02"
Millenia Walk,"Healthway MedicalFitness, Beauty & Health#02-22"
Millenia Walk,Heavenly WANGDining#01-91
Millenia Walk,"HermetiseFitness, Beauty & Health#01-29"
Millenia Walk,Highlander BarDining#01-03 to 05
Millenia Walk,HONBIKETravel & Lifestyle#01-69
Millenia Walk,Huggs CoffeeDining#01-92
Millenia Walk,HULS GALLERYHome & Living#01-36/37
Millenia Walk,Jace & Co Fine JewelleryTimepieces & Jewellery#01-81
Millenia Walk,Jewel PentaTimepieces & Jewellery#01-66
Millenia Walk,Joe & DoughDining#01-86/87
Millenia Walk,"Kglow Skin LabFitness, Beauty & Health#02-23"
Millenia Walk,KithDining#01-44/45
Millenia Walk,KOI CafeDining#01-85
Millenia Walk,KoufuDining#01-46 to 50
Millenia Walk,Kurama RobatayakiDining#02-07
Millenia Walk,Kurama Robatayaki & Yoi Sake BarDining#02-07
Millenia Walk,KYO-YA DININGDining#01-11 to 13
Millenia Walk,LeCaine GemsTimepieces & Jewellery#01-31/32
Millenia Walk,Luxury Mattress CollectionHome & Living#02-24/25
Millenia Walk,"Mac.InfinityAudio, Video & Electronics#01-68B"
Millenia Walk,Marutama Ramen & DiningDining#02-16A
